91,  3743.387716,  793.867107,  323.772580
92,  3527.334866,  916.108539,  272.536136
93,  3706.605828,  830.328015,  396.182683
94,  3609.992211,  745.291595,  227.066641
95,  3476.164512,  772.822212,  464.963145
96,  3641.418034,  781.180063,  196.131081
97,  3650.860540,  894.395040,  342.664401
98,  3689.659508,  737.651106,  315.897193
99,  3502.954954,  776.605857,  259.270047
100,  3439.319512,  819.532179,  202.795893
101,  3664.562631,  837.996003,  197.134838
102,  3645.584999,  795.205201,  345.074551
103,  3631.144349,  804.417327,  288.416990
104,  3532.984595,  847.027930,  268.698185
105,  3413.058911,  997.894680,  226.160372
106,  3518.886341,  962.876433,  182.766575
107,  3659.606433,  907.575189,  296.436310
108,  3605.353035,  864.946635,  360.665000
109,  3504.798179,  701.262858,  214.903849
110,  3723.793050,  1010.534259,  322.512692
111,  3704.907749,  807.177162,  345.422313
112,  3517.671731,  789.070979,  278.662671
113,  3558.021083,  950.993019,  420.355600
114,  3562.809013,  934.315910,  208.377697
115,  3652.137932,  951.899899,  270.106039
116,  3537.665191,  824.011444,  247.139449
117,  3400.853987,  761.502875,  278.646343
118,  3400.550176,  812.372780,  260.696203
119,  3665.414665,  714.685469,  414.049011
120,  3401.055471,  998.158570,  392.822386
121,  3632.167822,  777.690761,  250.384273
122,  3500.209504,  895.168985,  466.933134
123,  3522.366401,  845.842421,  345.701174
124,  3482.120269,  756.578801,  197.970752
125,  3526.840339,  727.704263,  336.075193
126,  3672.871775,  808.902654,  413.817677
127,  3693.647258,  850.284491,  166.409062
128,  3513.580037,  660.413313,  372.921835
129,  3521.037124,  848.252566,  198.375398
130,  3457.675064,  793.873366,  249.277221
131,  3571.329765,  796.377450,  360.175371
132,  3454.565029,  765.434832,  239.094945
133,  3507.274046,  779.126065,  317.888142
134,  3517.310252,  875.497708,  238.714678
135,  3400.563539,  667.530165,  449.434006
136,  3475.878078,  691.668017,  367.740871
137,  3467.711429,  681.611381,  397.281683
138,  3556.804023,  862.563750,  208.743306
139,  3567.568333,  744.541602,  265.329695
140,  3352.522931,  759.738733,  287.898769
141,  3685.470538,  865.129404,  246.766620
142,  3653.358135,  939.913397,  415.726330
143,  3436.034997,  846.327250,  309.591053
144,  3703.096076,  841.042617,  306.006940
145,  3735.738739,  671.480024,  298.674557
146,  3726.163998,  830.406718,  211.860389
147,  3672.759290,  812.877355,  381.270675
148,  3385.551515,  822.146025,  412.173428
149,  3632.537988,  796.785498,  204.763826
150,  3675.569612,  812.408022,  367.613018
151,  3576.320110,  724.197192,  440.171143
152,  3709.631182,  914.738925,  450.216030
153,  3716.237638,  935.310889,  268.158295
154,  3628.432994,  902.209284,  181.669203
155,  3509.377665,  839.048309,  382.617219
156,  3579.908067,  909.743744,  352.727264
157,  3442.601167,  778.143407,  439.866218
158,  3684.144082,  721.482513,  385.305885
159,  3449.593759,  886.141896,  411.870339
160,  3422.843753,  928.770422,  365.377482
161,  3412.536356,  696.822383,  225.156021
162,  3563.469337,  674.075898,  329.338916
163,  3691.445494,  911.649734,  277.891902
164,  3593.794017,  633.746422,  364.406667
165,  3655.275985,  688.101439,  250.594376
166,  3679.022205,  796.283040,  340.578900
167,  3576.035707,  889.159701,  193.914632
168,  3716.142394,  707.136616,  291.441391
169,  3424.017658,  931.614333,  271.077895
170,  3477.889741,  823.360965,  462.193835
171,  3599.040414,  823.113109,  313.982548
