# 轨迹段 81
# 起点关节(rad): [-0.20096379915346319, -1.5022051970111292, 1.5226186752319335, -3.128618065510885, -1.354305664693014, -0.009826008473531544]
# 终点关节(rad): [-0.0018113295184534195, -1.6571524778949183, 1.9317764282226562, -3.560177437459127, -1.5448572317706506, 0.002847826387733221]
# 指令位姿: [-0.5709255234508795, -0.16857276095910476, 0.7106829056342865, -1.0897564375471636, -1.121320928110527, 1.2964257369846082]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0000,-0.200947,-1.502212,1.522631,-3.128685,-1.354308,-0.009831,0.009820,-0.007989,0.018203,-0.024613,-0.010002,0.000000,-0.728434,-0.042775,0.839480,-1.221736,-1.247086,1.209068,0.018784,-0.022134,-0.016910,0.003544,0.025270,0.001886
0.2539,-0.193107,-1.508184,1.538659,-3.145423,-1.361544,-0.009361,0.065238,-0.050159,0.136662,-0.146023,-0.065800,0.004778,-0.721576,-0.051138,0.832426,-1.213485,-1.241365,1.212668,0.052266,-0.060862,-0.050633,0.008538,0.068264,0.001804
0.4838,-0.172445,-1.524169,1.581168,-3.190407,-1.381606,-0.008026,0.115744,-0.093716,0.238851,-0.250560,-0.111286,0.007459,-0.703556,-0.070892,0.815883,-1.193309,-1.226119,1.222209,0.079970,-0.081801,-0.073741,0.008983,0.098864,0.003914
0.7919,-0.136572,-1.552188,1.654694,-3.267966,-1.415997,-0.005792,0.115491,-0.089871,0.238130,-0.250434,-0.109841,0.006830,-0.676229,-0.097175,0.791661,-1.166646,-1.203752,1.236951,0.090052,-0.077802,-0.073610,-0.001157,0.104620,0.005485
1.0877,-0.102401,-1.578774,1.725025,-3.342013,-1.448653,-0.003653,0.116163,-0.088636,0.234661,-0.250886,-0.109852,0.009066,-0.649650,-0.119147,0.769776,-1.143790,-1.182531,1.251710,0.095909,-0.071408,-0.074827,-0.003670,0.104725,0.004158
1.4015,-0.066532,-1.606793,1.798404,-3.419712,-1.482826,-0.001460,0.114913,-0.087099,0.237297,-0.250035,-0.110776,0.009802,-0.620691,-0.139749,0.747153,-1.121582,-1.159611,1.268104,0.102313,-0.064508,-0.073927,-0.013871,0.105587,0.003179
1.6822,-0.033573,-1.632486,1.866301,-3.491171,-1.514537,0.000628,0.108606,-0.084228,0.225920,-0.237541,-0.106573,0.008295,-0.591183,-0.157722,0.725194,-1.101984,-1.136929,1.284684,0.084595,-0.046659,-0.058665,-0.016175,0.084840,0.003696
1.9682,-0.008638,-1.651813,1.917399,-3.545142,-1.538404,0.002251,0.046567,-0.037971,0.098402,-0.104430,-0.044520,0.003033,-0.573691,-0.167114,0.712790,-1.091283,-1.123469,1.294668,0.025426,-0.012724,-0.018530,-0.005706,0.026391,0.001405
2.2435,-0.001883,-1.657136,1.931788,-3.560213,-1.544876,0.002714,-0.000166,0.000307,0.000631,0.000736,-0.000545,0.001266,-0.570995,-0.168486,0.710602,-1.089882,-1.121369,1.296251,-0.000026,0.000021,-0.000179,-0.000320,-0.000517,-0.000189
2.5065,-0.001886,-1.657129,1.931765,-3.560173,-1.544855,0.002795,0.000005,0.000000,0.000105,0.000100,-0.000096,0.000192,-0.570997,-0.168489,0.710611,-1.089870,-1.121370,1.296265,-0.000006,-0.000000,-0.000057,-0.000162,-0.000163,-0.000041
2.7920,-0.001811,-1.657160,1.931769,-3.560153,-1.544833,0.002814,0.000465,-0.000023,0.000051,0.000054,-0.000046,0.000077,-0.570959,-0.168541,0.710613,-1.089859,-1.121417,1.296365,-0.000703,-0.000094,-0.000748,-0.000064,-0.001341,0.000144
3.0579,-0.001809,-1.657172,1.931762,-3.560173,-1.544852,0.002824,0.000069,0.000112,0.000038,0.000038,-0.000038,0.000038,-0.570965,-0.168537,0.710615,-1.089873,-1.121398,1.296360,-0.000039,-0.000029,-0.000069,-0.000041,-0.000135,0.000040
