# 轨迹段 100
# 起点关节(rad): [0.1926947295665741, -1.2517003218280238, 1.3036222457885742, -3.2285746733294887, -1.7616046110736292, -0.010839764271871388]
# 终点关节(rad): [-0.08874017397035772, -1.3948013464557092, 1.5989718437194824, -3.4179142157184046, -1.353785244618551, 0.01271713525056839]
# 指令位姿: [-0.7605283202228335, -0.11994100906878298, 0.737156730480642, -1.0937436707145773, -1.2494462971133353, 1.3425136897569898]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0000,0.192659,-1.251717,1.303665,-3.228604,-1.761552,-0.010833,-0.017004,-0.010324,0.017922,-0.013284,0.026139,0.000491,-0.803603,-0.307350,0.798574,-1.180793,-1.188174,1.230061,0.001629,0.033803,-0.008713,-0.002393,0.008126,0.021576
0.2679,0.178427,-1.259100,1.318696,-3.238199,-1.740848,-0.009689,-0.116166,-0.056213,0.122348,-0.077888,0.166268,0.011018,-0.803102,-0.290829,0.793785,-1.174692,-1.192631,1.239879,0.008513,0.103994,-0.026847,-0.007542,0.022842,0.064509
0.5384,0.139118,-1.278991,1.359864,-3.264714,-1.683801,-0.006290,-0.173301,-0.086517,0.184676,-0.117254,0.250622,0.013672,-0.799929,-0.256160,0.783797,-1.160670,-1.202405,1.260896,0.018148,0.120490,-0.033515,-0.005055,0.028194,0.079097
0.8677,0.082215,-1.307982,1.419637,-3.302955,-1.601265,-0.001596,-0.173503,-0.085831,0.182112,-0.116421,0.248942,0.015048,-0.793649,-0.219006,0.772491,-1.144201,-1.213434,1.283361,0.025458,0.116741,-0.038392,-0.001229,0.021139,0.078337
1.1862,0.028668,-1.335165,1.475910,-3.338936,-1.523825,0.002917,-0.172133,-0.088217,0.179051,-0.116609,0.251274,0.014316,-0.784113,-0.181628,0.760197,-1.126438,-1.225750,1.305733,0.034220,0.111620,-0.041506,0.000769,0.020099,0.078861
1.5062,-0.026288,-1.363001,1.533441,-3.376003,-1.444142,0.007527,-0.171049,-0.090868,0.178701,-0.114726,0.248961,0.015045,-0.773091,-0.149351,0.748614,-1.109829,-1.237536,1.325027,0.040070,0.104520,-0.042217,0.003414,0.016827,0.077980
1.7724,-0.068078,-1.384377,1.577288,-3.404082,-1.383565,0.011018,-0.102488,-0.051253,0.107517,-0.069857,0.148685,0.007352,-0.763641,-0.126570,0.739848,-1.097285,-1.246615,1.338549,0.020721,0.041174,-0.015751,0.002404,0.009659,0.033686
2.0690,-0.088421,-1.394698,1.598562,-3.417670,-1.354265,0.012513,-0.004456,-0.000966,0.004142,-0.002757,0.003620,0.001154,-0.760567,-0.119804,0.737079,-1.093837,-1.249449,1.342143,-0.000095,0.000271,-0.000317,-0.001194,-0.000271,-0.000691
2.3543,-0.088853,-1.394801,1.598948,-3.417900,-1.353795,0.012662,0.000281,0.000087,0.000120,-0.000119,-0.000127,0.000199,-0.760575,-0.119834,0.737065,-1.093918,-1.249429,1.342276,0.000066,-0.000602,-0.000100,-0.000138,-0.000088,0.000723
2.6404,-0.088726,-1.394782,1.598934,-3.417921,-1.353788,0.012691,0.000141,0.000038,0.000059,-0.000058,-0.000058,0.000077,-0.760564,-0.119878,0.737072,-1.093898,-1.249459,1.342330,-0.000006,-0.000063,-0.000054,-0.000083,-0.000056,0.000053
2.9330,-0.088721,-1.394799,1.598958,-3.417905,-1.353797,0.012710,0.000051,0.000026,0.000038,-0.000038,-0.000038,0.000077,-0.760559,-0.119869,0.737084,-1.093901,-1.249451,1.342337,-0.000009,-0.000026,-0.000042,-0.000074,-0.000050,0.000017
