# 轨迹段 200
# 起点关节(rad): [-0.2323220411883753, -1.6782891432391565, 1.843574047088623, -3.4607437292682093, -1.5280187765704554, 0.005573563557118177]
# 终点关节(rad): [0.06197349801659584, -1.2100977102862758, 1.094113254547119, -2.878099362050192, -1.612886635457174, 0.0013330203481018543]
# 指令位姿: [-0.8787360427934613, -0.21714846902087245, 0.8682582172439451, -1.303935820707476, -1.3358805024219387, 1.1526014776074596]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0000,-0.232279,-1.678193,1.843411,-3.460650,-1.528028,0.005564,0.012676,0.023585,-0.034558,0.027071,-0.000997,0.000000,-0.595898,-0.035617,0.771780,-1.168670,-0.971279,1.132431,-0.040925,-0.010173,0.020588,-0.009793,-0.034800,0.024262
0.3277,-0.220603,-1.659256,1.813124,-3.437182,-1.531436,0.005466,0.078703,0.124682,-0.202312,0.154437,-0.023270,-0.001657,-0.617690,-0.041943,0.782659,-1.180628,-0.993232,1.137098,-0.107780,-0.035817,0.054276,-0.021023,-0.094184,0.071611
0.6679,-0.189570,-1.610223,1.734532,-3.376032,-1.540375,0.005029,0.099913,0.156837,-0.249231,0.193262,-0.028068,-0.001871,-0.653654,-0.054576,0.799418,-1.199544,-1.031135,1.144129,-0.105217,-0.043503,0.047085,-0.018913,-0.098933,0.070894
1.0028,-0.156494,-1.557756,1.650498,-3.310728,-1.549867,0.004572,0.097247,0.156290,-0.251343,0.194398,-0.029069,-0.001952,-0.689624,-0.070051,0.814783,-1.217946,-1.070867,1.149831,-0.102929,-0.049022,0.040910,-0.014193,-0.100526,0.068459
1.3490,-0.122581,-1.503875,1.564098,-3.243344,-1.559662,0.004025,0.096904,0.156231,-0.252519,0.194045,-0.028881,-0.001795,-0.724993,-0.088213,0.828554,-1.235452,-1.112057,1.153996,-0.099398,-0.057000,0.035008,-0.010603,-0.099822,0.069519
1.7058,-0.087547,-1.448092,1.474772,-3.173987,-1.569834,0.003562,0.098814,0.155950,-0.249839,0.194662,-0.028221,-0.001921,-0.760131,-0.109710,0.840587,-1.252316,-1.155946,1.156911,-0.094399,-0.065101,0.031178,-0.005603,-0.098736,0.070180
2.0570,-0.052646,-1.392613,1.386044,-3.105215,-1.579792,0.003090,0.100008,0.155773,-0.249469,0.195345,-0.028889,-0.002462,-0.792394,-0.132864,0.850299,-1.267254,-1.199111,1.158128,-0.088979,-0.072789,0.024930,-0.001609,-0.099695,0.071611
2.3969,-0.019574,-1.340135,1.302136,-3.039831,-1.589319,0.002608,0.097689,0.155891,-0.250123,0.193611,-0.028517,-0.001684,-0.823218,-0.158723,0.858233,-1.280946,-1.243645,1.157897,-0.083727,-0.077625,0.018926,0.003267,-0.101423,0.070119
2.7498,0.014957,-1.285211,1.214050,-2.971422,-1.599418,0.002124,0.096937,0.156203,-0.249834,0.193397,-0.027082,-0.002067,-0.851225,-0.185944,0.864097,-1.292837,-1.287816,1.156115,-0.078358,-0.083484,0.012664,0.008129,-0.102520,0.070474
3.0865,0.047400,-1.233515,1.131438,-2.907046,-1.608647,0.001606,0.066754,0.103613,-0.163678,0.127232,-0.018285,-0.001289,-0.873555,-0.210977,0.867561,-1.301964,-1.326671,1.153357,-0.029608,-0.034643,0.004201,0.004652,-0.041238,0.027027
3.4391,0.061858,-1.210314,1.094477,-2.878421,-1.612644,0.001359,-0.000386,0.000146,-0.001150,0.000859,-0.000617,-0.000380,-0.878783,-0.217097,0.868239,-1.303863,-1.336002,1.152664,0.000223,0.000158,0.000270,0.000351,0.000542,-0.001522
3.7851,0.061962,-1.210081,1.094113,-2.878104,-1.612882,0.001331,0.000000,-0.000072,0.000000,-0.000088,-0.000257,-0.000073,-0.878786,-0.217075,0.868227,-1.303955,-1.335831,1.152462,0.000043,0.000026,0.000052,0.000086,0.000115,-0.000238
4.1355,0.061976,-1.210103,1.094118,-2.878083,-1.612978,0.001335,0.000000,-0.000028,0.000000,-0.000038,-0.000153,-0.000038,-0.878781,-0.217070,0.868240,-1.303970,-1.335769,1.152415,0.000022,0.000016,0.000027,0.000045,0.000065,-0.000148
4.4954,0.061981,-1.210107,1.094111,-2.878094,-1.612987,0.001302,0.000000,-0.000013,0.000000,-0.000019,-0.000084,-0.000019,-0.878779,-0.217082,0.868236,-1.303951,-1.335791,1.152431,0.000011,0.000006,0.000013,0.000025,0.000033,-0.000054
