# 轨迹段 149
# 起点关节(rad): [0.20039871633052825, -1.4035938421832483, 1.3505611419677734, -2.9839693228351036, -1.820077912007467, 0.022600825503468515]
# 终点关节(rad): [-0.26249648729433234, -1.5334470907794397, 1.4717662811279297, -3.0562440077411095, -1.3111967245685023, -0.008651653920308889]
# 指令位姿: [-0.7097235298937122, -0.006806305971144205, 0.8887001062125001, -1.224242264470147, -1.2266037840933655, 1.2002628658989558]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0000,0.200250,-1.403628,1.350595,-2.983996,-1.819970,0.022586,-0.036087,-0.011290,0.009125,-0.006562,0.035918,-0.002370,-0.728527,-0.292284,0.868149,-1.306156,-1.247593,1.128050,-0.007971,0.050761,0.004184,-0.003475,0.012355,0.010116
0.3239,0.174028,-1.410901,1.357420,-2.988028,-1.791210,0.020810,-0.181345,-0.051879,0.048983,-0.028873,0.198286,-0.013898,-0.732879,-0.262535,0.870384,-1.301231,-1.245307,1.137444,-0.016981,0.150324,0.011174,-0.014325,0.035485,0.022649
0.6818,0.097237,-1.432625,1.377750,-3.000194,-1.706592,0.015603,-0.227180,-0.061899,0.057783,-0.034833,0.250599,-0.015336,-0.737022,-0.209910,0.874504,-1.290580,-1.240462,1.153275,-0.003212,0.146811,0.011248,-0.007647,0.038101,0.023717
1.0202,0.020864,-1.454036,1.397521,-3.011960,-1.622506,0.010442,-0.228215,-0.063220,0.060963,-0.035903,0.250353,-0.016022,-0.736846,-0.160163,0.878288,-1.278370,-1.235989,1.166783,0.009928,0.144100,0.012042,-0.000016,0.042969,0.021772
1.3764,-0.059572,-1.476555,1.418642,-3.024526,-1.534261,0.005063,-0.228070,-0.065322,0.060083,-0.035512,0.249958,-0.016130,-0.732593,-0.110812,0.881928,-1.263615,-1.231791,1.179023,0.019223,0.138063,0.009639,0.005474,0.040739,0.023777
1.7258,-0.139386,-1.498944,1.439658,-3.037008,-1.446605,-0.000280,-0.227062,-0.065780,0.058059,-0.035746,0.248911,-0.016674,-0.724133,-0.061188,0.885341,-1.246257,-1.228674,1.190088,0.028549,0.134355,0.006463,0.012891,0.038117,0.020879
2.0718,-0.217310,-1.520788,1.459812,-3.049134,-1.361038,-0.005549,-0.175293,-0.048845,0.046827,-0.027412,0.193446,-0.012410,-0.713865,-0.020197,0.887856,-1.230028,-1.227029,1.197945,0.022057,0.067613,0.006054,0.013071,0.024466,0.012174
2.4115,-0.259988,-1.532835,1.471120,-3.055752,-1.313823,-0.008278,-0.020180,-0.003735,0.004016,-0.001983,0.019113,-0.001542,-0.709852,-0.006656,0.888608,-1.224643,-1.226611,1.200211,-0.000335,-0.000160,-0.000317,0.001856,-0.000277,-0.000278
2.7525,-0.262602,-1.533313,1.471661,-3.056064,-1.311194,-0.008565,0.000222,-0.000013,0.000000,-0.001093,-0.000123,-0.000161,-0.709814,-0.006713,0.888639,-1.224351,-1.226582,1.200166,0.000301,-0.000705,0.000271,0.000341,0.000696,0.000814
3.0989,-0.262492,-1.533442,1.471714,-3.056177,-1.311209,-0.008601,0.000000,0.000000,0.000164,-0.000115,-0.000046,-0.000092,-0.709723,-0.006781,0.888694,-1.224213,-1.226570,1.200215,-0.000004,0.000004,-0.000064,0.000067,0.000002,-0.000037
3.4468,-0.262499,-1.533459,1.471754,-3.056230,-1.311211,-0.008649,0.000000,0.000000,0.000077,-0.000092,-0.000019,-0.000058,-0.709743,-0.006773,0.888663,-1.224181,-1.226601,1.200193,-0.000003,0.000002,-0.000044,0.000058,-0.000000,-0.000018
