# 轨迹段 198
# 起点关节(rad): [-0.041485134755269826, -1.2426762739764612, 1.5566828727722168, -3.6702853361712853, -1.4621155897723597, 0.020009835436940192]
# 终点关节(rad): [-0.1261370817767542, -1.3202044645892541, 1.2557242393493653, -3.1214723745929165, -1.5436365286456506, -0.00289327303041631]
# 指令位姿: [-0.822552736135332, -0.06598802838650077, 0.8779259688977261, -1.2179480958762992, -1.1075322355265578, 1.158588577740409]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0000,-0.041511,-1.242695,1.556604,-3.670185,-1.462092,0.020005,-0.006617,-0.002554,-0.021125,0.037303,-0.004046,-0.001035,-0.811767,-0.142347,0.665763,-1.021990,-1.096815,1.359103,-0.010173,0.014377,0.040274,0.002553,-0.030472,-0.032273
0.3508,-0.046733,-1.247241,1.537873,-3.636340,-1.467051,0.018605,-0.033996,-0.030061,-0.117713,0.213147,-0.032843,-0.008705,-0.816855,-0.134649,0.686726,-1.041988,-1.097970,1.339690,-0.019428,0.036412,0.099530,0.000493,-0.075271,-0.076764
0.7040,-0.059753,-1.259445,1.491480,-3.551540,-1.479756,0.015095,-0.039904,-0.034320,-0.137728,0.250825,-0.036735,-0.011977,-0.823400,-0.121655,0.721809,-1.075170,-1.100341,1.306910,-0.012163,0.035118,0.098979,-0.001487,-0.075757,-0.075428
1.0591,-0.073402,-1.271980,1.442854,-3.462892,-1.492893,0.011353,-0.040686,-0.034384,-0.138495,0.250158,-0.036961,-0.009986,-0.827360,-0.109184,0.755712,-1.106766,-1.102173,1.275225,-0.005329,0.034589,0.100259,-0.000588,-0.072497,-0.075238
1.3966,-0.086397,-1.283959,1.396800,-3.378928,-1.505451,0.007901,-0.039993,-0.033285,-0.137302,0.248823,-0.035734,-0.011187,-0.828996,-0.097062,0.789082,-1.137412,-1.103704,1.243809,0.000324,0.033798,0.098554,-0.000576,-0.077491,-0.073921
1.7398,-0.099679,-1.296069,1.349727,-3.292922,-1.518098,0.004348,-0.039827,-0.033840,-0.137861,0.250748,-0.037970,-0.012326,-0.828492,-0.085063,0.822703,-1.168232,-1.105493,1.211766,0.007682,0.032993,0.099556,-0.004003,-0.075026,-0.074665
2.0896,-0.113279,-1.308534,1.301420,-3.204776,-1.531208,0.000606,-0.038853,-0.033111,-0.137731,0.250081,-0.036543,-0.008353,-0.825478,-0.072826,0.857660,-1.200067,-1.106831,1.178089,0.011016,0.025348,0.078006,0.001358,-0.062795,-0.058086
2.4425,-0.124036,-1.318443,1.263151,-3.134876,-1.541536,-0.002117,-0.013898,-0.011257,-0.047916,0.086701,-0.012533,-0.004188,-0.822700,-0.066291,0.876848,-1.217065,-1.107351,1.159810,0.000629,0.002641,0.008233,0.000634,-0.008841,-0.005873
2.7955,-0.126120,-1.320034,1.255701,-3.121494,-1.543370,-0.002814,0.000000,0.000000,-0.000210,-0.000211,-0.001622,-0.000272,-0.822682,-0.065953,0.877764,-1.218110,-1.107664,1.158476,0.000051,0.000036,0.000104,0.000182,0.000236,-0.000461
3.1504,-0.126132,-1.320200,1.255724,-3.121499,-1.543579,-0.002860,0.000000,-0.000205,-0.000064,-0.000058,-0.000192,-0.000115,-0.822574,-0.065976,0.877887,-1.217965,-1.107551,1.158485,0.000084,0.000001,0.000114,0.000094,0.000179,-0.000126
3.5068,-0.126128,-1.320188,1.255722,-3.121487,-1.543600,-0.002893,0.000000,-0.000089,-0.000038,-0.000038,-0.000077,-0.000077,-0.822570,-0.065966,0.877883,-1.217981,-1.107540,1.158443,0.000057,0.000000,0.000074,0.000087,0.000106,-0.000080
