# 轨迹段 48
# 起点关节(rad): [-0.0105670134173792, -1.4215434233294886, 1.4548444747924805, -3.1729412237750454, -1.3879757086383264, -0.003403679524556935]
# 终点关节(rad): [-0.09737617174257451, -1.7662662664996547, 2.086756134033203, -3.5540335814105433, -1.46163837114443, 0.009943311288952827]
# 指令位姿: [-0.517792501768983, -0.1274726665217998, 0.6719665808592411, -1.1338438580784114, -1.1527850174713379, 1.263947517855517]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0004,-0.010600,-1.421651,1.454986,-3.173025,-1.388009,-0.003418,-0.005617,-0.022304,0.036483,-0.022684,-0.005005,0.000000,-0.752394,-0.175300,0.829618,-1.121002,-1.337606,1.337242,0.023542,0.008926,-0.016690,0.000408,0.007186,-0.018990
0.2822,-0.013711,-1.433462,1.476361,-3.185795,-1.390369,-0.003123,-0.023526,-0.090712,0.168045,-0.100242,-0.020889,0.005607,-0.740552,-0.171401,0.822460,-1.121928,-1.326923,1.333095,0.072688,0.022328,-0.047723,-0.004049,0.027385,-0.055542
0.5905,-0.022692,-1.469978,1.543607,-3.226426,-1.398257,-0.001704,-0.035686,-0.136215,0.250696,-0.152290,-0.029913,0.006036,-0.715736,-0.164077,0.807039,-1.124088,-1.305633,1.324674,0.087199,0.024629,-0.054366,-0.005295,0.036489,-0.064117
0.8904,-0.033269,-1.511793,1.620275,-3.272585,-1.407320,-0.000065,-0.034497,-0.137872,0.249277,-0.150606,-0.028793,0.005262,-0.687962,-0.156739,0.789346,-1.126004,-1.282401,1.315576,0.091262,0.023430,-0.058131,-0.005270,0.036412,-0.064450
1.1951,-0.043400,-1.551708,1.693554,-3.316881,-1.415793,0.001551,-0.032845,-0.135888,0.247904,-0.149601,-0.028893,0.008103,-0.662133,-0.150649,0.772795,-1.127537,-1.261502,1.307635,0.092146,0.020983,-0.060707,-0.003345,0.037399,-0.064446
1.4789,-0.053440,-1.591244,1.765788,-3.360280,-1.424198,0.003047,-0.033835,-0.134436,0.250407,-0.152474,-0.030227,0.006435,-0.634059,-0.144640,0.754056,-1.129040,-1.239314,1.298735,0.093812,0.017786,-0.064924,-0.004854,0.033193,-0.062960
1.7778,-0.063573,-1.631800,1.839984,-3.405355,-1.432825,0.004744,-0.034622,-0.135586,0.251829,-0.149575,-0.029019,0.003973,-0.607368,-0.139635,0.735761,-1.130571,-1.218754,1.290436,0.096543,0.015561,-0.067836,-0.003527,0.036271,-0.061608
2.0603,-0.073165,-1.670406,1.910823,-3.448166,-1.441221,0.006177,-0.036343,-0.137345,0.248484,-0.150549,-0.027930,0.006067,-0.578636,-0.135000,0.715859,-1.131736,-1.197002,1.281764,0.098363,0.014206,-0.070128,-0.004976,0.035679,-0.061027
2.3422,-0.082733,-1.708128,1.980196,-3.489673,-1.449178,0.007645,-0.033620,-0.137690,0.252726,-0.152363,-0.029452,0.005894,-0.552366,-0.131462,0.697123,-1.132597,-1.177836,1.274152,0.099225,0.013849,-0.071825,-0.004145,0.036183,-0.065506
2.6226,-0.092250,-1.745439,2.048490,-3.531021,-1.457166,0.009143,-0.022537,-0.094716,0.177088,-0.105354,-0.019938,0.005542,-0.527072,-0.128454,0.678845,-1.133392,-1.159381,1.266695,0.050931,0.004881,-0.038897,-0.002863,0.017354,-0.030746
2.9089,-0.096926,-1.764710,2.083811,-3.552264,-1.461109,0.009840,-0.003822,-0.017326,0.029565,-0.018247,-0.003398,0.001430,-0.517727,-0.127582,0.672061,-1.133457,-1.153017,1.264226,-0.000259,0.000317,-0.000396,-0.000407,-0.000048,-0.000920
3.2177,-0.097307,-1.766307,2.086722,-3.554026,-1.461713,0.009924,-0.000399,0.000095,0.000000,-0.000134,-0.001227,0.000104,-0.517742,-0.127478,0.671987,-1.133822,-1.152640,1.263795,-0.000026,0.000029,-0.000027,-0.000100,0.000028,-0.000276
3.5092,-0.097362,-1.766298,2.086708,-3.554024,-1.461773,0.009953,0.000000,0.000064,0.000000,-0.000058,-0.000096,0.000054,-0.517756,-0.127471,0.671974,-1.133845,-1.152673,1.263820,-0.000025,-0.000240,-0.000031,0.000201,-0.000041,0.002627
3.7893,-0.097374,-1.766261,2.086713,-3.554019,-1.461634,0.009938,0.000000,0.000051,0.000000,-0.000038,0.000196,0.000038,-0.517759,-0.127480,0.671981,-1.133763,-1.152758,1.263907,-0.000016,-0.000010,-0.000016,-0.000027,-0.000002,0.000126
