# 轨迹段 171
# 起点关节(rad): [-0.23225013414491827, -1.7398574987994593, 1.8557462692260742, -3.0241130987750453, -1.3366009871112268, -0.055947128926412404]
# 终点关节(rad): [-0.1157951513873499, -1.5249871412860316, 1.3447395324707032, -2.825918976460592, -1.44346791902651, -0.02016755739320928]
# 指令位姿: [-0.7110410017316702, -0.09720195153435979, 0.9444048747450989, -1.2973218678497969, -1.3211068736178941, 1.1556599861793015]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0000,-0.232221,-1.739795,1.855624,-3.024041,-1.336613,-0.055938,0.006553,0.015463,-0.030861,0.015835,-0.009319,0.001979,-0.606431,-0.051070,0.758426,-1.366442,-1.384305,1.102050,-0.024768,-0.004678,0.035322,-0.001556,0.015277,0.000882
0.3396,-0.225172,-1.726312,1.823489,-3.011605,-1.343384,-0.053673,0.050693,0.089232,-0.210444,0.080392,-0.043185,0.014872,-0.619707,-0.054384,0.779553,-1.358278,-1.378033,1.107141,-0.061203,-0.016254,0.096845,0.002551,0.044374,0.002181
0.6989,-0.205442,-1.690557,1.738381,-2.978648,-1.361090,-0.047701,0.055318,0.106315,-0.248758,0.098167,-0.052420,0.016437,-0.640314,-0.060493,0.812879,-1.345975,-1.367958,1.115342,-0.056966,-0.020555,0.094070,0.000713,0.044995,0.003053
1.0339,-0.186484,-1.655365,1.654613,-2.946263,-1.378656,-0.041862,0.058723,0.105395,-0.252212,0.097504,-0.050522,0.018040,-0.659046,-0.067586,0.844709,-1.334295,-1.357706,1.123914,-0.052340,-0.021856,0.093843,-0.000028,0.048990,0.001642
1.3742,-0.166699,-1.618987,1.568275,-2.912764,-1.396619,-0.035783,0.056146,0.105126,-0.253907,0.097926,-0.052558,0.017058,-0.677074,-0.075854,0.877103,-1.322359,-1.346604,1.133254,-0.048365,-0.026245,0.089067,-0.002555,0.046430,0.003873
1.7304,-0.146339,-1.581470,1.479208,-2.878160,-1.415371,-0.029598,0.055845,0.105134,-0.251593,0.096936,-0.051944,0.016985,-0.693889,-0.085267,0.908901,-1.310682,-1.335121,1.143270,-0.043192,-0.029032,0.087556,-0.003527,0.048169,0.003793
2.0921,-0.126487,-1.544714,1.391683,-2.844051,-1.433571,-0.023485,0.044286,0.077645,-0.187560,0.071042,-0.039719,0.014082,-0.707275,-0.094319,0.936113,-1.300624,-1.324525,1.152575,-0.017728,-0.015097,0.045608,-0.001514,0.029528,0.002147
2.4358,-0.116284,-1.525868,1.346791,-2.826677,-1.442947,-0.020520,0.002684,0.005944,-0.013686,0.005557,-0.002217,0.001461,-0.711095,-0.097082,0.944383,-1.297173,-1.321120,1.155529,0.000121,-0.000161,0.000267,-0.001172,0.000562,-0.000168
2.7953,-0.115917,-1.524992,1.344713,-2.825938,-1.443211,-0.020234,0.000192,0.000000,-0.000107,-0.000104,-0.001384,0.000211,-0.711088,-0.097137,0.944371,-1.297329,-1.321038,1.155578,0.000125,-0.000353,0.000101,-0.000117,0.000196,0.000166
3.1519,-0.115795,-1.524997,1.344713,-2.825945,-1.443420,-0.020196,0.000082,-0.000064,-0.000051,-0.000023,-0.000192,0.000081,-0.711088,-0.097160,0.944366,-1.297381,-1.321019,1.155574,0.000055,-0.000030,0.000061,-0.000043,0.000084,-0.000125
3.4991,-0.115790,-1.524999,1.344732,-2.825924,-1.443477,-0.020189,0.000036,-0.000031,-0.000026,0.000000,-0.000173,0.000077,-0.711080,-0.097164,0.944375,-1.297405,-1.320990,1.155559,0.000028,-0.000010,0.000035,-0.000046,0.000047,-0.000105
