# 轨迹段 93
# 起点关节(rad): [0.26368553638458253, -1.3153494993792934, 1.359142780303955, -3.165136257802145, -1.7301047484027308, -0.0004461447345178726]
# 终点关节(rad): [-0.07344524065126593, -1.6080138365374963, 1.813305950164795, -3.4541266600238245, -1.3037471930133264, 0.027009372785687446]
# 指令位姿: [-0.6237804147063859, -0.14617212282990552, 0.7479338137358474, -1.0382190388916992, -1.2689516363899584, 1.4089857874787857]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0000,0.263599,-1.315400,1.359258,-3.165163,-1.729968,-0.000458,-0.023846,-0.019400,0.030713,-0.016625,0.028743,0.001687,-0.749548,-0.358381,0.809130,-1.169703,-1.304161,1.279074,0.009180,0.040226,-0.006835,-0.008151,0.015178,0.009950
0.2631,0.248975,-1.327889,1.379137,-3.177467,-1.711579,0.000635,-0.125981,-0.109946,0.169454,-0.109331,0.161858,0.015804,-0.743224,-0.336554,0.805898,-1.161502,-1.299373,1.293213,0.042075,0.128251,-0.021695,-0.027215,0.060228,0.042704
0.5963,0.194581,-1.375256,1.452266,-3.224349,-1.642813,0.005118,-0.185847,-0.162635,0.251596,-0.159227,0.234688,0.014726,-0.727652,-0.294499,0.798470,-1.143156,-1.291077,1.319877,0.057125,0.131187,-0.026310,-0.023292,0.070441,0.049215
0.8960,0.141373,-1.421490,1.523699,-3.269818,-1.575481,0.009491,-0.186080,-0.162259,0.251018,-0.159377,0.234665,0.015152,-0.710013,-0.257528,0.790187,-1.123935,-1.283610,1.342821,0.068135,0.121319,-0.032934,-0.013043,0.067666,0.051214
1.1875,0.087005,-1.468755,1.596883,-3.316574,-1.506900,0.013825,-0.184461,-0.160181,0.249295,-0.157981,0.235209,0.016249,-0.690283,-0.224376,0.780907,-1.103433,-1.277930,1.363115,0.076211,0.112755,-0.038176,-0.004050,0.067045,0.051279
1.4675,0.035095,-1.513796,1.667000,-3.360884,-1.440880,0.018180,-0.184847,-0.162533,0.249625,-0.160370,0.233449,0.013971,-0.667887,-0.193356,0.770066,-1.080900,-1.273410,1.381694,0.083236,0.103949,-0.041154,0.002518,0.067231,0.048465
1.7465,-0.016879,-1.558975,1.737154,-3.405662,-1.375178,0.022395,-0.185778,-0.162459,0.251184,-0.158077,0.234864,0.014297,-0.643892,-0.165735,0.758156,-1.057764,-1.270175,1.397621,0.078038,0.079172,-0.038150,0.010465,0.059510,0.042733
2.0235,-0.058989,-1.595661,1.793678,-3.441949,-1.322093,0.025864,-0.086982,-0.072583,0.115862,-0.071982,0.109296,0.007029,-0.626801,-0.148915,0.749571,-1.040960,-1.268995,1.407335,0.024985,0.021144,-0.013397,0.004023,0.016303,0.015613
2.3211,-0.073426,-1.608011,1.813301,-3.454163,-1.303704,0.026830,-0.000442,0.000542,0.000624,0.000732,-0.000809,0.000794,-0.623801,-0.146160,0.747867,-1.038280,-1.269025,1.408811,-0.000166,0.000133,-0.000274,-0.000696,-0.000774,-0.000338
2.6081,-0.073419,-1.607999,1.813299,-3.454151,-1.303740,0.026954,-0.000066,0.000066,0.000102,0.000096,-0.000096,0.000173,-0.623813,-0.146158,0.747860,-1.038333,-1.269032,1.408829,-0.000051,0.000042,-0.000087,-0.000191,-0.000240,-0.000109
2.8999,-0.073433,-1.608007,1.813292,-3.454172,-1.303757,0.026976,-0.000036,0.000026,0.000051,0.000042,-0.000058,0.000092,-0.623803,-0.146164,0.747860,-1.038324,-1.269013,1.408849,0.000009,0.000020,-0.000013,-0.000081,-0.000068,-0.000075
3.1864,-0.073431,-1.608019,1.813313,-3.454131,-1.303743,0.026973,-0.000026,-0.000115,0.000038,0.000035,-0.000058,0.000042,-0.623788,-0.146162,0.747866,-1.038346,-1.268982,1.408872,0.000047,0.000009,0.000034,-0.000040,0.000032,-0.000066
