# 轨迹段 66
# 起点关节(rad): [-0.3409789244281214, -1.6693245092975062, 2.0079455375671387, -3.536535088215963, -1.2767406622516078, 0.015745100378990174]
# 终点关节(rad): [0.15641233921051026, -1.5330317656146448, 1.6317566871643066, -3.162738052998678, -1.7458027998553676, 0.011338949203491211]
# 指令位姿: [-0.6581671470676678, -0.2568320839364101, 0.7917367959474815, -1.2723323236300572, -1.2540644850669436, 1.1618812878966847]
t,j1,j2,j3,j4,j5,j6,jv1,jv2,jv3,jv4,jv5,jv6,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.0003,-0.340677,-1.669281,2.007706,-3.536370,-1.277081,0.015752,0.040272,0.010040,-0.030605,0.030584,-0.036961,0.000019,-0.592718,0.002566,0.668983,-1.188367,-1.138987,1.202892,-0.022176,-0.035803,0.021101,-0.011074,-0.019572,0.008394
0.3001,-0.315834,-1.662574,1.988910,-3.517742,-1.300279,0.015594,0.181531,0.051920,-0.136977,0.136574,-0.171012,-0.001749,-0.602882,-0.013469,0.678484,-1.197885,-1.145435,1.203485,-0.056963,-0.102232,0.062192,-0.022919,-0.052328,0.013066
0.6046,-0.246641,-1.643476,1.936632,-3.465640,-1.365547,0.015006,0.250159,0.067536,-0.190812,0.186877,-0.237391,-0.003118,-0.620974,-0.048054,0.697971,-1.215297,-1.159395,1.202699,-0.051980,-0.120093,0.062568,-0.016060,-0.066234,0.013181
0.9201,-0.169002,-1.622192,1.877902,-3.407340,-1.438748,0.014191,0.250238,0.066437,-0.188662,0.186893,-0.234201,-0.001887,-0.636351,-0.086948,0.717852,-1.231512,-1.176041,1.199038,-0.042195,-0.129802,0.061424,-0.006562,-0.069402,0.014705
1.2457,-0.086600,-1.599694,1.815568,-3.345617,-1.516568,0.013537,0.249129,0.068510,-0.188524,0.188009,-0.237364,-0.002635,-0.648532,-0.130537,0.738377,-1.246417,-1.195209,1.192562,-0.027999,-0.137346,0.062118,0.004791,-0.068686,0.013985
1.5532,-0.011854,-1.579162,1.759008,-3.289425,-1.586878,0.012904,0.250228,0.068873,-0.189173,0.189811,-0.236889,-0.002355,-0.655346,-0.169836,0.755779,-1.257188,-1.213170,1.184498,-0.015986,-0.144201,0.060914,0.013833,-0.068736,0.016328
1.8266,0.057327,-1.560136,1.706696,-3.237115,-1.652269,0.012262,0.251136,0.067298,-0.189352,0.188315,-0.235758,-0.002719,-0.658672,-0.211167,0.773288,-1.265624,-1.232355,1.174719,-0.004195,-0.148380,0.059971,0.022537,-0.067484,0.014115
2.1047,0.122371,-1.542341,1.657546,-3.188407,-1.713588,0.011655,0.165248,0.044565,-0.124485,0.122458,-0.157176,-0.001304,-0.658744,-0.244484,0.786767,-1.270990,-1.248224,1.165329,0.002648,-0.074507,0.030095,0.014488,-0.030245,0.008525
2.3799,0.154428,-1.533437,1.633406,-3.164410,-1.743794,0.011449,0.022365,0.005210,-0.017651,0.018837,-0.023501,-0.000675,-0.658125,-0.256837,0.791751,-1.272356,-1.254053,1.161911,0.000267,0.000890,0.001152,0.000298,0.000739,0.000564
2.6682,0.156408,-1.533051,1.631754,-3.162716,-1.745815,0.011363,0.000000,-0.000105,-0.000143,0.000142,0.000142,-0.000123,-0.658112,-0.256800,0.791788,-1.272336,-1.253995,1.161909,0.000043,-0.000003,0.000111,0.000072,0.000072,0.000110
2.9498,0.156400,-1.533027,1.631742,-3.162721,-1.745808,0.011363,0.000000,-0.000038,-0.000064,0.000058,0.000058,-0.000058,-0.658114,-0.256802,0.791785,-1.272313,-1.253986,1.161878,0.000022,-0.000001,0.000056,0.000028,0.000038,0.000057
3.2305,0.156420,-1.533039,1.631757,-3.162724,-1.745817,0.011361,0.000000,-0.000038,-0.000038,0.000038,0.000038,-0.000038,-0.658112,-0.256803,0.791773,-1.272328,-1.254025,1.161854,0.000023,0.000000,0.000048,0.000022,0.000037,0.000041
